VALUE,VALUE_0,VALUE_1,VALUE_3,VALUE_4,VALUE_5,VALUE_6,VALUE_7,VALUE_8,VALUE_9,VALUE_10,VALUE_11,VALUE_12,VALUE_13,VALUE_14,VALUE_15,VALUE_16,VALUE_17,VALUE_18,VALUE_19,VALUE_20,VALUE_21,VALUE_22,VALUE_23,VALUE_24,VALUE_25,VALUE_26,VALUE_27,VALUE_28,VALUE_29,VALUE_30,VALUE_31,VALUE_32,VALUE_33,VALUE_34,VALUE_35,VALUE_36,VALUE_37,VALUE_38,VALUE_39,VALUE_40,VALUE_41,VALUE_42,VALUE_43,VALUE_44,VALUE_45,VALUE_46,VALUE_47,VALUE_48,VALUE_49,VALUE_50,VALUE_51,VALUE_52,VALUE_53,VALUE_54,VALUE_55,VALUE_56,VALUE_57,VALUE_58,VALUE_59,VALUE_60,VALUE_61,VALUE_62,VALUE_63,VALUE_64,VALUE_65,VALUE_66,VALUE_67,VALUE_68,VALUE_69,VALUE_70,VALUE_71,VALUE_72,VALUE_75,VALUE_76,VALUE_77,VALUE_78,VALUE_79,VALUE_80,VALUE_81,VALUE_82,VALUE_83,VALUE_84,VALUE_85,VALUE_86,VALUE_87,VALUE_88,VALUE_89,VALUE_90,VALUE_91,VALUE_92,VALUE_93,VALUE_94,VALUE_95,VALUE_96,VALUE_100,VALUE_101,VALUE_103,VALUE_104,VALUE_105,VALUE_106,VALUE_107,VALUE_108,VALUE_109,VALUE_110,VALUE_111,VALUE_112,VALUE_113,VALUE_114,VALUE_115,VALUE_116,VALUE_117,VALUE_118,VALUE_119,VALUE_120,VALUE_121,VALUE_122,VALUE_123,VALUE_124,VALUE_125,VALUE_126,VALUE_127,VALUE_128,VALUE_129,VALUE_130,VALUE_131,VALUE_132,VALUE_133,VALUE_134,VALUE_135,VALUE_136,VALUE_137,VALUE_138,VALUE_139,VALUE_140,VALUE_141,VALUE_142,VALUE_143,VALUE_144,VALUE_145,VALUE_146,VALUE_147,VALUE_148,VALUE_149,VALUE_150,VALUE_151,VALUE_152,VALUE_153,VALUE_154,VALUE_155,VALUE_156,VALUE_157,VALUE_158,VALUE_159,VALUE_160,VALUE_161,VALUE_162,VALUE_163,VALUE_164,VALUE_165,VALUE_166,VALUE_167,VALUE_168,VALUE_169,VALUE_170,VALUE_171,VALUE_172,VALUE_175,VALUE_176,VALUE_177,VALUE_178,VALUE_179,VALUE_180,VALUE_181,VALUE_182,VALUE_183,VALUE_184,VALUE_185,VALUE_186,VALUE_187,VALUE_188,VALUE_189,VALUE_190,VALUE_191,VALUE_192,VALUE_193,VALUE_194,VALUE_195,VALUE_196,VALUE_208,VALUE_209,VALUE_210,VALUE_211,VALUE_240,VALUE_241,VALUE_243,VALUE_244,VALUE_245,VALUE_246,VALUE_247,VALUE_248,VALUE_249,VALUE_250,VALUE_251,VALUE_252,VALUE_253,VALUE_254,VALUE_255
1,158548.268404211237794,955.110050627778492,0.000000000000000,15281.760810044455866,10506.210556905563863,37249.291974483363447,43935.062328877807886,89780.344759011175483,86915.014607127843192,444126.173541916999966,709646.767616439377889,682903.686198861571029,825215.083742400631309,1331423.410575123270974,1840497.067559729097411,4704872.109392437152565,10297996.565868707373738,29159509.845666076987982,90204413.621489912271500,439929419.979458510875702,1000717510.655305504798889,4130124130.216614246368408,5620356554.239769935607910,66272169506.966934204101562,4789289511.217172622680664,4346675276.885399818420410,5360281042.563876152038574,3526967357.694919109344482,2645783780.095781326293945,1860642248.747570276260376,1344948724.002063274383545,1050913319.366048455238342,832881752.118789792060852,662310558.397276043891907,526287605.427070379257202,417667714.919426262378693,360231216.914874196052551,356098455.725807785987854,362664837.323873758316040,380737429.701852619647980,362173910.757851064205170,340519655.690018117427826,275436546.620140016078949,318669603.061806380748749,356723097.698918342590332,316224521.332199275493622,248215910.177248328924179,492898868.277224481105804,773905616.712625741958618,492729813.798263370990753,670677322.440775394439697,417082232.458391427993774,297050687.065846621990204,196749805.099170476198196,148410730.326848000288010,108975191.446477636694908,99619888.500578552484512,86886361.305609002709389,84988557.635011613368988,77590275.182848840951920,78723035.702893391251564,66920740.807285927236080,66223510.470327652990818,53229238.231536723673344,46685779.274685814976692,37998098.254175536334515,26918821.666893310844898,20156642.508448638021946,16994273.130820062011480,9333335.414734652265906,5385865.575490042567253,7526267.198946894146502,118406903.196426957845688,63429813.572241395711899,48211090.025538377463818,118394486.765768796205521,217252197.445946365594864,135000030.105983346700668,110438420.044039398431778,90406896.952223002910614,75895909.953035160899162,65089794.840232476592064,59063050.420771196484566,49230192.449558213353157,41823314.006939791142941,31777466.494436819106340,27304686.127346932888031,21467053.497909948229790,15805161.117788478732109,11559696.942748002707958,9305637.223266445100307,6099332.783308993093669,3156638.717324807774276,4362942.711267692036927,1699140.780066817998886,955.110050627778492,2865.330151883335475,35339.071873227803735,1910.220101255556983,5730.660303766670950,46800.392480761147453,241642.842808827961562,1910.220101255556983,15281.760810044455866,8595.990455650005970,170009.589011744566960,41069.732176994475594,82139.464353988951189,123209.196530983419507,317096.536808422475588,54441.272885783371748,83094.574404616723768,121298.976429727874347,144221.617644794547232,163323.818657350115245,2888252.793098402209580,44261709.966192513704300,7713107737.270801544189453,415578889.238703310489655,251233102.827181488275528,251383055.105130046606064,167663838.727402746677399,104985696.765005409717560,72574037.196951746940613,62078332.850603088736534,40382052.940542474389076,34451774.636194601655006,30134677.207357037812471,28174791.383468836545944,34638976.206117644906044,39169063.176245197653770,55936020.115015849471092,35470877.060214437544346,21409746.894872281700373,12762180.496488375589252,5785101.576652454212308,5540593.403691742569208,3092646.343932746909559,1353390.941739562200382,741165.399287156062201,365807.149390439153649,313276.096605911327060,35666674.620593130588531,20043939.522474560886621,24722068.550449419766665,16273165.042596090584993,10544414.958930674940348,7210125.772189100272954,5360077.604123093187809,4242598.844888592138886,3451767.722968791611493,2900669.223756563384086,2707736.993529751896858,2700096.113124729599804,2769819.146820557769388,2665712.151302129961550,2262655.709937207400799,1409742.434726601000875,978987.801893472904339,636103.293718100525439,482330.575567028135993,280802.354884566855617,235912.182505061296979,104106.995518427851493,41069.732176994475594,33428.851771972244023,17537730.749627269804478,10126076.756755707785487,7042981.513329238630831,10610317.552423991262913,14520538.099694116041064,7740211.850287516601384,6352436.946725354529917,5292264.790528520941734,4574022.032456431537867,4042980.844307386316359,3040115.291148218791932,3486151.684791391715407,2182426.465684473980218,1355301.161840817658231,1025788.194374234066345,655205.494730656035244,502387.886630211491138,337153.847871605830733,154727.828201700118370,90735.454809638962615,54441.272885783371748,29608.411569461131876,35293078548.739822387695312,138893058.672342181205750,281120406.531425952911377,1754556265.204241752624512,8344140351.730119705200195,82139.464353988951189,157593.158353583450662,25630078304.040538787841797,5625284922.101009368896484,471924651.565438508987427,19805887893.456092834472656,694109037.312826752662659,1937595465.526650428771973,6438060652.544034004211426,722352596.619940757751465,974949596.599418759346008,1441771095.164352893829346,6925502.977102021686733,13371.540708788899792
2,327602.747365328017622,0.000000000000000,955.110050627778492,17191.980911300011940,0.000000000000000,1910.220101255556983,15281.760810044455866,172874.919163627899252,2865.330151883335475,955.110050627778492,14326.650759416677829,18147.090961927791795,1910.220101255556983,7640.880405022227933,19102.201012555568013,33428.851771972244023,10506.210556905563863,29608.411569461131876,99331.445265288959490,955110.050627778517082,4361032.491166437044740,51231148.005623407661915,202666711.862809568643570,2146225884.545579910278320,114384934.773233383893967,244497666.750154376029968,522389801.310458421707153,390899800.640532135963440,278022984.637240052223206,217445129.676173180341721,178622771.448305875062943,152058295.610195487737656,137468034.476805537939072,122745968.156428948044777,96750737.908492699265480,89938893.027415394783020,80093618.625544250011444,108489040.430708110332489,109257904.021463468670845,88745960.574181288480759,95418359.387866958975792,83854842.004916444420815,81329531.031056597828865,80903551.948476597666740,76128001.695337712764740,62720166.804624959826469,53576898.289965234696865,72113674.152549162507057,10417385.322197180241346,17774598.042182955890894,40088834.154999747872353,28511945.231340441852808,23664761.724404469132423,19924550.766146086156368,18638972.638001095503569,16809936.891048900783062,15463231.719663733616471,13674310.594837903976440,10691501.906727353110909,9140403.184507839381695,8916907.432660939171910,9745942.956605851650238,8463230.158612744882703,6996181.120848477818072,6893029.235380677506328,5583573.355969993397593,4015282.652839180547744,3170965.368084224406630,2423114.198442674241960,1662846.598142962437123,1088825.457715667551383,1469914.367916151182726,8150909.172057461924851,4376314.251976480707526,3228271.971121891401708,7696276.787958638742566,15444129.518651178106666,12137538.523377809673548,10314233.436729380860925,8495703.900334089994431,6272207.702472621574998,4468959.926887375302613,4157594.050382719840854,3713467.876840802840889,2944604.286085441242903,2142311.843558107037097,1888252.570091118104756,1234957.295461717527360,765998.260603478294797,577841.580629806034267,388729.790605505870190,307545.436302144662477,116523.426176588982344,269341.034277033526450,36294.181923855583591,0.000000000000000,0.000000000000000,0.000000000000000,955.110050627778492,0.000000000000000,0.000000000000000,1910.220101255556983,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,955.110050627778492,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1910.220101255556983,0.000000000000000,140401.177442283427808,5730.660303766670950,3820.440202511113966,12416.430658161119936,4775.550253138892003,6685.770354394449896,7640.880405022227933,955.110050627778492,955.110050627778492,6685.770354394449896,955.110050627778492,0.000000000000000,955.110050627778492,955.110050627778492,0.000000000000000,2865.330151883335475,1910.220101255556983,955.110050627778492,0.000000000000000,1910.220101255556983,955.110050627778492,0.000000000000000,955.110050627778492,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3820.440202511113966,1910.220101255556983,0.000000000000000,955.110050627778492,0.000000000000000,0.000000000000000,955.110050627778492,1910.220101255556983,0.000000000000000,0.000000000000000,0.000000000000000,955.110050627778492,0.000000000000000,955.110050627778492,955.110050627778492,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,955.110050627778492,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,955.110050627778492,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1671442.588598612463102,103151.885467800078914,767908.480704733869061,4265521.486103658564389,106243576.701682195067406,321872.087061561353039,1190067.123082211939618,870507357.453220486640930,71098392.168731823563576,0.000000000000000,152234035.859510987997055,60643757.554560169577599,38113666.570301502943039,66842421.783134452998638,21072593.047000676393509,8555875.833523640409112,13933145.418558033183217,0.000000000000000,2865.330151883335475
